chembl_id,smiles
CHEMBL6250,O=C(O)c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1
CHEMBL10,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
CHEMBL268889,c1ccc(-c2nc3n(c2-c2ccc4c(c2)OCO4)CCC3)nc1
CHEMBL266706,Fc1ccc(-c2c(-c3ccccn3)nc3n2CCS3)cc1
CHEMBL6304,Fc1ccc(-c2c(-c3ccccn3)nc3n2CCC3)cc1
CHEMBL266707,Fc1ccc(-c2c(-c3ccncc3)nc3n2CCS3)cc1
CHEMBL6294,Fc1ccc(-c2c(-c3cccnc3)nc3n2CCC3)cc1
CHEMBL6299,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4nccs4)c3c2F)C1
CHEMBL263075,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccccc4)c3c2F)C1
CHEMBL6262,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCC4)c3c2F)C1
CHEMBL6276,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4(C)CC4)c3c2F)C1
CHEMBL6279,Cn1cc(C2=C(c3cn(CCC/N=C(\N)N[N+](=O)[O-])c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL269056,CCc1cc2c(Cl)ncnc2s1
CHEMBL267127,CCc1cc2c(Sc3nnc(C)s3)ncnc2s1
CHEMBL269495,CCc1cc2c(Nc3nnc(C)s3)ncnc2s1
CHEMBL267678,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1
CHEMBL267914,Cc1ccc(Sc2ccnc3sc(C(N)=O)cc23)cc1
CHEMBL6248,COc1ccc2sc(C(N)=O)c(OC(C)C)c2c1
CHEMBL269339,O=C(O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccccn3)[nH]2)cc1
CHEMBL269341,N#Cc1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1
CHEMBL440084,NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1
CHEMBL267228,OCc1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1
CHEMBL6252,O=C(O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
CHEMBL268529,Cn1cc(C2=C(c3cn(CCN)c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL267126,Cn1cc(C2=C(c3cn(CCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL6274,Cn1cc(C2=C(c3cn(CCCCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL268530,Cc1ccc(Sc2cncc3sc(CO)cc23)cc1
CHEMBL6275,Cc1cc(C)cc(Sc2cncc3sc(C(N)=O)cc23)c1
CHEMBL267125,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1C
CHEMBL269497,Cc1cccc(Sc2cncc3sc(C(N)=O)cc23)c1
CHEMBL6278,Cc1ccccc1Sc1cncc2sc(C(N)=O)cc12
CHEMBL267456,NC(=O)c1cc2c(Sc3ccccc3)cncc2s1
CHEMBL6316,Cc1ccc(Sc2cncc3sc(/C=N/OCC(=O)O)cc23)cc1
CHEMBL6324,Cc1ccc(Sc2cncc3sc(/C=N/OCc4ccccc4)cc23)cc1
CHEMBL6249,Cc1ccc(Sc2cncc3sc(/C=N/Oc4ccccc4)cc23)cc1
CHEMBL6258,Cc1ccc(Sc2cncc3sc(/C=N/O)cc23)cc1
CHEMBL6257,NC(=O)c1cc2c(Cl)cncc2s1
CHEMBL262570,C/C(=N\O)c1cc2c(Sc3ccc(C)cc3)cncc2s1
CHEMBL6264,Cc1ccc(Sc2cncc3sc(/C=N/OCC(N)=O)cc23)cc1
CHEMBL6636,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)c2cccc([N+](=O)[O-])c2)cc1
CHEMBL269598,Cc1ccc(Sc2cncc3sc(C(=O)NN)cc23)cc1
CHEMBL6369,COC(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1
CHEMBL6370,Cc1ccc(Sc2cncc3sc(C(=O)O)cc23)cc1
CHEMBL6371,Cc1ccc(Sc2cncc3sc(C(=O)c4ccccc4)cc23)cc1
CHEMBL266708,CC(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1
CHEMBL6381,Cc1ccc(Sc2cncc3sc(C=O)cc23)cc1
CHEMBL266460,Cc1ccc(Sc2cncc3sc(C(=O)N=C(N)N)cc23)cc1
CHEMBL6762,Cc1ccc(Sc2cncc3sc(C(=O)NCCCN4CCOCC4)cc23)cc1
CHEMBL266197,CCc1cc2c(Sc3ccc(C)cc3)cncc2s1
CHEMBL269075,CONC(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1
CHEMBL6517,CON(C)C(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1
CHEMBL263080,NC(=O)c1cc2c(Sc3ccccn3)cncc2s1
CHEMBL6534,NC(=O)c1cc2c(Sc3ccc(-c4ccccc4)cc3)cncc2s1
CHEMBL263081,COc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1
CHEMBL266198,NC(=O)c1cc2c(Sc3ccc(Br)cc3)cncc2s1
CHEMBL6612,NC(=O)c1cc2c(Sc3ccc(Cl)c(Cl)c3)cncc2s1
CHEMBL268567,NC(=O)c1cc2c(Sc3ccc(Cl)cc3)cncc2s1
CHEMBL428508,Cc1ccc(Sc2cncc3sc(C(=O)NCC(O)CO)cc23)cc1
CHEMBL6417,Cc1ccc(Sc2cncc3sc(C(=O)Nc4ccc(Cl)cc4)cc23)cc1
CHEMBL266429,Cc1ccc(Sc2cncc3sc(C(=N)S)cc23)cc1
CHEMBL6490,CCC(c1cc(Br)c(O)c(Br)c1)C(CC)c1cc(Br)c(O)c(Br)c1
CHEMBL414201,CC(=O)OC1CC2(O)C3CCC4CC(OC=O)CCC4(C)C3CCC2(C)[C@H]1C1=CC(=O)OC1
CHEMBL269538,COc1ccc2c(c1)[nH]c1c(C)nccc12
CHEMBL6857,Brc1cccc2c3c([nH]c12)CNCC3
CHEMBL6746,Brc1cccc2c3c([nH]c12)C=NCC3
CHEMBL6505,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)C(CCCCN)CCCCN)C(C)(C)C)C(=O)O
CHEMBL266571,CN[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)(C)C
CHEMBL266572,Cc1ccc(Sc2cncc3sccc23)cc1
CHEMBL6558,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)[C@H](C4=CC(=O)OC4)C(=O)CC32O)C1
CHEMBL6404,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)c(F)c1
CHEMBL6717,COc1ccc2[nH]c3c(c2c1)CCN=C3
CHEMBL6532,C/N=C(/NC(N)=O)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
CHEMBL427969,COC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)[C@@H](C4=CC(=O)OC4)C(O)CC32O)C1
CHEMBL6647,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3O)cccc12
CHEMBL6514,Cc1c(C)c2c(c(C)c1OCc1ccccc1)CCC(C)(CN(C)CCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)O2
CHEMBL266066,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2cncs2)c(F)c1
CHEMBL6398,CNC(=N)NCCCC(N)P(=O)(O)O
CHEMBL269002,C/N=C(/NC(C)=O)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
CHEMBL264095,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2cccc(C#N)c2)c(F)c1
CHEMBL6576,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2ccccc12
CHEMBL6591,COc1cccc2[nH]c3c(c12)CCN=C3
CHEMBL6586,COc1cccc2[nH]c3c(c12)CCNC3
CHEMBL268151,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2nccs2)c(F)c1
CHEMBL6388,NC(N)=NCCCC(N)P(=O)(O)O
CHEMBL6401,NC(N)=NCCCC(N)[PH](=O)O
CHEMBL6320,Cc1ccc([S+]([O-])c2cncc3sc(C(N)=O)cc23)cc1
CHEMBL268667,NC(=O)Sc1cncc2sc(C(N)=O)cc12
CHEMBL269570,NC(=O)c1cc2c(SCc3ccc(Cl)cc3)cncc2s1
CHEMBL6310,COc1ccc2c3c([nH]c2c1)CNCC3
CHEMBL269571,COc1cccc2c3c([nH]c12)CNCC3
CHEMBL6325,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cccc([N+](=O)[O-])c2)cc1
CHEMBL268099,NC(=O)c1cc2c(SC3CCCCC3)cncc2s1
CHEMBL267938,Cc1occc1Sc1cncc2sc(C(N)=O)cc12
CHEMBL268070,Cc1nnc(Sc2cncc3sc(C(N)=O)cc23)s1
CHEMBL6829,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccccc2)cc1
CHEMBL6830,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)c(C)c1
CHEMBL268600,CCOC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCN=C(N)N)C(C)(C)C
CHEMBL6562,CCOC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCCN)C(C)(C)C
CHEMBL6383,CC12CCC(OC=O)CC1CCC1C2CCC2(C)[C@@H](C3=CC(=O)OC3)C(O)CC12O
CHEMBL415107,CCC(c1ccc(O)c(F)c1)C(CC)c1ccc(O)c(F)c1
CHEMBL267937,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)c(I)c1
CHEMBL266196,CN(C(=O)[C@H](Cc1ccc(CN)cc1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1
CHEMBL6442,Cc1ccc(Sc2cccc3sc(C(N)=O)cc23)cc1
CHEMBL268149,COC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)[C@@H](C4=CC(=O)OC4)C(OC(=O)OC)CC32O)C1
CHEMBL6307,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCC)cc1
CHEMBL6295,CCC(c1ccc(O)c(I)c1)C(CC)c1ccc(O)c(I)c1
CHEMBL6296,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3C#N)cccc12
CHEMBL6305,CNC(=N)NCCCC(N)[PH](=O)O
CHEMBL266221,C1=NCCc2c1[nH]c1ccccc21
CHEMBL6297,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)nn3)cccc12
CHEMBL6761,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)nn3)cccc12
CHEMBL380726,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(C)(C)C)C(=O)O
CHEMBL6516,CCC(c1ccc(O)c(Br)c1)C(CC)c1cc(Br)c(O)c(Br)c1
CHEMBL269057,N/C(=N/CCCC(N)P(=O)(O)O)N[N+](=O)[O-]
CHEMBL6426,Brc1cccc2[nH]c3c(c12)CCNC3
CHEMBL6427,Brc1ccc2[nH]c3c(c2c1)CCNC3
CHEMBL6716,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)C(CCCN=C(N)N)CCCN=C(N)N)C(C)(C)C)C(=O)O
CHEMBL427604,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)O
CHEMBL265671,CCOC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NCCCCCCN)C(C)(C)C
CHEMBL6555,CNc1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12
CHEMBL268174,COc1nc(C)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL266306,CC(C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O
CHEMBL385851,CC(C)[C@@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]2CS[C@H]3CC[C@H](NC(=O)[C@@H](O)NC(=O)CNC(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](C)NC1=O)C(=O)N32
CHEMBL6573,N/C(=N/CCCC(N)[PH](=O)O)N[N+](=O)[O-]
CHEMBL268691,COc1cc(Br)c2c3c([nH]c2c1)CNCC3
CHEMBL414199,CCC(c1ccc(O)c(I)c1)C(CC)c1cc(I)c(O)c(I)c1
CHEMBL441891,Brc1ccc2c3c([nH]c2c1)CNCC3
CHEMBL263883,Cn1c2c(c3ccccc31)CCNC2
CHEMBL266798,Cc1ccc(Sc2nccc3sc(C(N)=O)cc23)cc1
CHEMBL6430,CCc1cc2c(NCc3ccccc3)ncnc2s1
CHEMBL266799,CCc1cc2c(Sc3ccccn3)ncnc2s1
CHEMBL428999,Brc1ccc2c3c([nH]c2c1)C=NCC3
CHEMBL6626,Brc1ccc2[nH]c3c(c2c1)CCN=C3
CHEMBL6632,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2ccccn2)c(F)c1
CHEMBL267036,CNC(=O)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
CHEMBL265621,C/N=C(/NC#N)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
CHEMBL6557,Cn1c2c(c3ccccc31)CCNCC2
CHEMBL427956,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)C(CCCN)CCCN)C(C)(C)C)C(=O)O
CHEMBL269236,c1ccc2c3c([nH]c2c1)CNCC3
CHEMBL6567,CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O
CHEMBL6386,C[C@]12CCC3c4ccc(O)cc4CCC3C1CC[C@@H]2O
CHEMBL267702,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2nccs2)cc1
CHEMBL6384,CN/C(=N/C1=CC(C)(C)Oc2ccc(C#N)cc21)NC#N
CHEMBL6467,CSc1ccc(CC(C)N)cc1
CHEMBL414012,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)c(F)c1
CHEMBL269074,c1ccc2c3c([nH]c2c1)CCNC3
CHEMBL268387,Cc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nn1
CHEMBL6389,O=C1N(CN2CCCCC2)c2ccccc2C12SCCS2
CHEMBL6390,O=C1Nc2ccccc2C12OCCCO2
CHEMBL266956,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)c2ccccc2)cc1
CHEMBL441173,CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)[C@@H](C5=CC(=O)OC5)C(OC=O)CC43O)C2)CC(O)C1O
CHEMBL6509,NCc1c[nH]c2ccccc12
CHEMBL6412,COc1nc(Cl)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL6616,COc1cc(CC(C)N)c(OC)cc1I
CHEMBL268689,CCC(Cc1ccc2c(c1)OCO2)NC
CHEMBL6472,CCC(c1cc(I)c(O)c(I)c1)C(CC)c1cc(I)c(O)c(I)c1
CHEMBL267599,Brc1cccc2[nH]c3c(c12)CCN=C3
CHEMBL6639,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)c2cccc(O)c2)cc1
CHEMBL6640,NCCc1c[nH]c2ccccc12
CHEMBL268854,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccc(Cl)cc2)cc1
CHEMBL6523,CCc1cc2c(Sc3ccc(C)cc3)ncnc2s1
CHEMBL266064,CCc1cc2c(SCc3ccccc3)ncnc2s1
CHEMBL6602,NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)O
CHEMBL6508,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCCN)C(C)(C)C)C(=O)O
CHEMBL269601,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCCN)C(C)(C)C)C(=O)O
CHEMBL267459,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCN)NC[C@@H](N)CCCN=C(N)N)C(C)(C)C)C(=O)O
CHEMBL269367,COc1cccc2c3c([nH]c12)C=NCC3
CHEMBL6409,COc1ccc2c3c([nH]c2c1)C=NCC3
CHEMBL266084,COc1ccc2[nH]c3c(c2c1)CCNC3
CHEMBL6560,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCC(=O)O)cc1
CHEMBL268100,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cccc(C#N)c2)cc1
CHEMBL6548,O=C1Nc2ccc(Br)cc2C12SCCS2
CHEMBL6561,O=C1Nc2ccc(Cl)cc2C12OCCS2
CHEMBL268453,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2cccc([N+](=O)[O-])c2)c(F)c1
CHEMBL6461,C[C@]1(/C=C/C#N)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+]
CHEMBL6715,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](C(=O)O)C(C)C)c(F)c1
CHEMBL266316,O=C1Nc2c(C(F)(F)F)cccc2C12OCCO2
CHEMBL6402,CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)[C@@H](C5=CC(=O)OC5)C(O)CC43O)C2)CC(O)C1O
CHEMBL267703,CC1OC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)[C@@H](C6=CC(=O)OC6)C(O)CC54O)C3)OC2C)CC(O)C1O
CHEMBL6391,Cc1c(CC(C)N)ccc2c1OCO2
CHEMBL6330,Cc1cc(CC(C)N)cc2c1OCO2
CHEMBL268629,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)O)cc1
CHEMBL6506,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OCc3ccccc3)cccc12
CHEMBL6588,CCOc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL6542,NC(=O)c1cc2c(Sc3ccc(C(F)(F)F)cc3)cncc2s1
CHEMBL6470,COc1ccc2c(c1)[nH]c1cnccc12
CHEMBL267164,COCCNC(=O)C1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
CHEMBL6831,CCN(CC)C(=O)C1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)C1
CHEMBL269342,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cscn2)cc1
CHEMBL6317,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccsc2)cc1
CHEMBL267457,CCCCNC(=O)CCC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
CHEMBL267458,Cc1noc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)c1C
CHEMBL6318,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1
CHEMBL268389,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCN2CCCC2)cc1)c1ccccc1
CHEMBL6547,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCCCCCN2CCCC2)cc1)c1ccccc1
CHEMBL6446,COc1ccc(C2CN3CCN(C)CC3c3ccccc32)cc1
CHEMBL6605,Cc1c(C)c2c(c(C)c1OCc1ccccc1)C(CN(C)CCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)C(C)(C)O2
CHEMBL6399,CN(C)c1cccc2c(S(=O)(=O)Nc3cnccn3)cccc12
CHEMBL266315,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)cn3)cccc12
CHEMBL6400,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)cc3)cccc12
CHEMBL6574,c1ccc(CN2CCN3CC(c4ccccc4)c4ccccc4C3C2)cc1
CHEMBL6575,CN1CCN2CC(c3ccc([N+](=O)[O-])cc3)c3ccc([N+](=O)[O-])cc3C2C1
CHEMBL6459,CN1CCN2CC(c3ccc(Cl)cc3)c3ccccc3C2C1
CHEMBL266801,CN1CCN2CC(c3ccc([N+](=O)[O-])cc3)c3ccccc3C2C1
CHEMBL6566,Cc1nc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)ccc1Br
CHEMBL6570,Nc1nc(N)c2nc(Sc3cccc(C(F)(F)F)c3)cnc2n1
CHEMBL269472,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCN2CCCC2)cc1)c1ccccc1
CHEMBL6512,CCCc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL6800,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL6376,Cc1cc2c(cc1CC(C)N)OCO2
CHEMBL6368,CC(N)Cc1ccc(I)cc1
CHEMBL6380,COc1cc2nc(N3CCC(C(=O)Nc4ccccc4)CC3)nc(N)c2cc1OC
CHEMBL415288,COc1cc2nc(N3CCC(C(=O)N(C)Cc4ccccc4)CC3)nc(N)c2cc1OC
CHEMBL6627,CN1CCN2CC(c3ccccc3)c3ccccc3C2C1
CHEMBL404992,CCCN1CCN2CC(c3ccccc3)c3ccccc3C2C1
CHEMBL6543,CCc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL269537,COc1cc2nc(N3CCC(CC(=O)NCC4CC4)CC3)nc(N)c2cc1OC
CHEMBL6842,CC(N)Cc1ccc2c(c1)CCC2
CHEMBL6664,CCC(c1ccc(O)cc1)C(CC)c1cc(I)c(O)c(I)c1
CHEMBL6732,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)c(Br)c1
CHEMBL267600,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCCN2CCCC2)cc1)c1ccccc1
CHEMBL266508,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](C)C(=O)O)cc1
CHEMBL6788,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC)C(=O)O)cc1
CHEMBL6789,CCCCNC(=O)CC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
CHEMBL266684,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(I)cn3)cccc12
CHEMBL6485,CCC(c1ccc(O)c(Br)c1)C(CC)c1ccc(O)c(Br)c1
CHEMBL266685,C/N=C(/NC#N)NC1c2cnccc2OC(C)(C)[C@H]1O
CHEMBL6744,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCCCCN2CCCC2)cc1)c1ccccc1
CHEMBL268340,CC12CCC(O)CC1CCC1C2CCC2(C)[C@@H](C3=CC(=O)OC3)C(OC=O)CC12O
CHEMBL266927,COc1cc2nc(N3CCC(C(N)=O)CC3)nc(N)c2cc1OC
CHEMBL6617,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCN(C)C)cc1)c1ccccc1
CHEMBL267035,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCN2CCCC2)cc1)c1ccccc1
CHEMBL6425,C/N=C(\NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O)NS(N)(=O)=O
CHEMBL6436,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](C(=O)O)C(C)(C)C)c(F)c1
CHEMBL6410,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCCCN2CCCC2)cc1)c1ccccc1
CHEMBL6411,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)cn3)cccc12
CHEMBL267833,O=C1Nc2ccc(I)cc2C12OCCO2
CHEMBL267834,O=C1Nc2cc(Cl)ccc2C12OCCO2
CHEMBL6382,Cc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL414200,CN(C)c1cccc2c(S(=O)(=O)Nc3cccnn3)cccc12
CHEMBL405,CC(N)Cc1ccccc1
CHEMBL269303,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCN2CCCC2)cc1)c1ccccc1
CHEMBL266039,c1ccc(CCN2CCN3CC(c4ccccc4)c4ccccc4C3C2)cc1
CHEMBL267705,CCN(CC)C(=O)C1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
CHEMBL6431,COc1cc2nc(N3CCC(C(=O)NCCO)CC3)nc(N)c2cc1OC
CHEMBL6432,Cc1c(C)c2c(c(C)c1O)CCC(C)(CN(C)CCOc1ccc(CC3SC(=O)NC3=O)cc1)O2
CHEMBL6628,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
CHEMBL6533,C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O.[Na+]
CHEMBL6579,CC1OC(O)C(OC2CCC3(C)C(CCC4C3CCC3(C)[C@@H](C5=CC(=O)OC5)C(O)CC43O)C2)C(O)C1O
CHEMBL6638,CCCCCCN1CCN2CC(c3ccccc3)c3ccccc3C2C1
CHEMBL266317,COc1cc2nc(N3CCC(C(=O)NCCOc4ccccc4)CC3)nc(N)c2cc1OC
